,sex_of_driver,age_of_driver,vehicle_type,generic_make_model,engine_capacity_cc,age_of_vehicle
1045490,1,22,4,HONDA CBR500RA,471,4
1045491,2,41,3,HONDA CG125,124,12
1045494,1,43,4,PIAGGIO VESPA,124,15
1045496,1,50,3,-1,-1,-1
1045525,1,21,3,KTM 125 DUKE,125,9
1045538,1,35,5,-1,865,6
1045543,1,57,5,SUZUKI GSF 1200,1157,21
1045546,1,39,4,-1,350,3
1045552,1,44,5,-1,1170,3
1045555,1,36,3,YAMAHA XC 125,124,8
1045601,1,25,5,YAMAHA R6,599,20
1045606,2,33,4,-1,250,10
1045607,1,32,4,SUZUKI MODEL MISSING,487,27
1045617,1,23,3,HONDA CBR125R,125,12
1045618,1,22,3,PIAGGIO ZIP,-1,-1
1045628,1,54,5,-1,1079,7
1045630,1,27,3,KTM RC 125,125,5
1045631,1,39,5,SUZUKI GSXR 1000,999,7
1045674,1,53,5,-1,1384,17
1045699,1,22,5,KAWASAKI ER650,649,3
1045705,1,21,4,HONDA CBR125R,125,6
1045706,1,44,3,YAMAHA YZF R125,124,1
1045707,1,35,5,SUZUKI GSXR 1000,999,11
1045709,1,46,5,-1,1103,1
1045710,1,27,5,YAMAHA YZF R1,998,13
1045711,1,27,3,HONDA WW125EX2,125,3
1045733,1,33,5,SUZUKI GSXR 1000,988,19
1045742,1,64,5,HARLEY-DAVIDSON FLS,1340,21
1045764,1,37,5,HONDA CBR 650 FA,649,5
1045782,1,35,3,HONDA NSC110MP,108,2
1045789,1,52,4,-1,647,20
1045793,1,60,5,SUZUKI GSF 1250,1255,10
1045800,1,36,3,HONDA NSC110MP,108,1
1045807,1,22,3,YAMAHA YZF R125,124,4
1045819,2,26,3,YAMAHA YZF R125,124,10
1045831,1,42,5,-1,999,1
1045833,1,55,5,KAWASAKI MODEL MISSING,-1,-1
1045865,1,61,5,YAMAHA MT10,998,3
1045872,1,66,4,-1,499,18
1045877,1,35,3,HONDA WW125EX2,125,3
1045883,1,20,3,YAMAHA YBR 125,124,8
1045890,2,22,4,-1,296,4
1045891,1,45,5,HONDA MODEL MISSING,599,27
1045896,1,22,3,LEXMOTO VENOM 125,124,3
1045898,1,31,5,YAMAHA YZF R6,599,1
1045904,1,22,3,-1,-1,-1
1045911,1,17,3,KEEWAY SUPERLIGHT,125,6
1045912,1,17,3,LEXMOTO VENOM 125,124,3
1045922,2,49,3,YAMAHA GPD 125,125,4
1045931,1,47,5,TRIUMPH TIGER,800,6
1045933,1,38,5,-1,1795,18
1045934,1,44,3,-1,125,3
1045941,1,24,3,-1,125,6
1045947,1,19,3,HONDA CG125,124,15
1045948,1,47,5,-1,782,4
1045987,1,17,3,SYM CROX 125,125,1
1046006,1,50,5,YAMAHA MODEL MISSING,599,23
1046016,1,58,5,-1,1690,5
1046021,1,29,4,-1,-1,-1
1046025,1,50,5,APRILIA TUONO,999,6
1046030,1,52,4,HONDA PES 125,125,11
1046060,1,24,4,-1,883,1
1046064,1,42,5,-1,1783,12
1046067,1,42,5,BMW R 1200,1170,2
1046075,1,33,4,HONDA SH125,125,15
1046078,1,35,5,TRIUMPH STREET TRIPLE,765,1
1046102,1,29,3,LEXMOTO TITAN 125,125,3
1046110,1,57,5,KAWASAKI ZX1400,1352,9
1046116,1,30,3,-1,124,17
1046150,1,49,5,SUZUKI GSF 1200,1157,23
1046155,1,17,2,-1,124,0
1046168,1,42,4,YAMAHA MODEL MISSING,599,22
1046169,1,23,3,BENELLI TORNADO,125,0
1046184,1,22,3,-1,1352,10
1046196,1,20,3,HONDA GLR 125,125,2
1046197,1,34,3,HONDA NSS 125 AD,125,2
1046203,1,36,2,-1,49,4
1046214,1,39,5,-1,996,16
1046219,1,63,5,TRIUMPH TIGER,800,1
1046221,1,30,3,YAMAHA YZF R125,124,10
1046223,1,59,5,TRIUMPH THUNDERBIRD,885,23
1046226,1,34,5,KAWASAKI ZX636,636,0
1046237,1,41,5,-1,919,18
1046238,1,65,5,TRIUMPH SPEED TRIPLE 1050,1050,12
1046253,1,22,3,KTM 125 DUKE,125,2
1046278,1,37,4,HONDA CBR500,471,3
1046309,1,72,5,BMW R 1250,1254,1
1046312,1,18,3,-1,124,8
1046321,1,23,3,KEEWAY RKS 125,125,0
1046324,1,18,3,YAMAHA YS 125,125,0
1046326,1,24,2,-1,-1,-1
1046335,1,18,3,QINGQI QM 125 GY,125,8
1046350,1,37,4,-1,124,5
1046354,1,22,4,-1,313,3
1046377,1,26,3,-1,645,18
1046391,1,48,5,YAMAHA YZF R1,998,11
1046403,1,18,3,YAMAHA WR 125,124,5
1046460,1,54,5,KAWASAKI ZX1000,1043,8
1046463,1,22,3,-1,124,12
1046486,1,31,3,KTM 125 DUKE,125,3
1046489,1,33,3,SYM SYMPHONY,124,10
1046498,1,32,3,LEXMOTO ISCA 125,124,1
1046526,1,58,3,-1,124,8
1046529,2,18,3,YAMAHA YZF R125,124,10
1046531,1,22,5,YAMAHA XJ6,599,10
1046546,1,30,2,-1,-1,-1
1046554,1,16,2,-1,49,4
1046561,1,17,3,KEEWAY RKS 125,125,3
1046562,1,17,4,KTM 125 DUKE,125,2
1046567,1,26,3,HONDA PES 125,125,12
1046568,1,51,5,-1,1099,10
1046589,1,50,5,BMW F 800,798,8
1046591,1,17,2,PIAGGIO FLY,124,5
1046592,1,26,3,HONDA GLR 125,125,2
1046604,1,40,5,KAWASAKI ZX1000,998,2
1046606,1,58,5,KAWASAKI ZR750,748,15
1046607,1,17,3,-1,-1,-1
1046609,1,57,5,KAWASAKI ZR1000,1043,3
1046622,1,20,2,-1,124,9
1046624,1,33,4,KTM 390 DUKE,373,5
1046630,1,38,3,HONDA SH125,125,13
1046645,1,41,4,-1,645,21
1046652,1,44,5,TRIUMPH STREET TRIPLE,675,5
1046653,1,26,3,YAMAHA YZF R125,124,10
1046656,1,43,5,BMW R 1200,1170,4
1046657,2,18,3,LEXMOTO ISCA 125,124,0
1046673,1,33,4,YAMAHA WR 125,124,8
1046685,1,85,4,-1,250,-1
1046686,1,21,5,SUZUKI GSXR 600,599,15
1046688,1,17,3,YAMAHA YZF R125,124,7
1046697,1,18,2,-1,124,4
1046703,1,22,3,LEXMOTO ZSB 125,124,4
1046705,1,49,5,-1,1690,8
1046706,1,48,5,-1,1690,7
1046716,1,56,5,-1,903,3
1046733,1,18,3,HONDA CBF125N,125,0
1046735,1,53,5,-1,499,2
1046739,1,26,5,SUZUKI GSXR 600,599,16
1046743,1,23,3,HONDA CBR125R,125,9
1046751,1,26,4,-1,125,17
1046758,1,19,3,-1,123,5
1046773,1,28,5,-1,1745,1
1046778,2,33,4,-1,-1,-1
1046790,1,39,3,HONDA WW125,125,8
1046793,1,20,3,HONDA GLR 125,125,1
1046822,2,38,3,-1,125,12
1046830,1,46,5,-1,1700,15
1046855,1,16,2,PEUGEOT KISBEE,49,3
1046916,1,53,3,-1,1215,7
1046921,1,28,5,BMW R 1200,1170,5
1046926,1,21,3,KTM RC 125,125,1
1046950,1,16,2,-1,49,3
1046952,1,23,5,HONDA NC750XA,745,5
1046978,1,57,5,KTM 1290 SUPERDUKE,1301,3
1046998,1,26,3,-1,124,0
1047017,3,20,4,-1,-1,-1
1047030,1,22,3,YAMAHA WR 125,124,7
1047044,1,43,5,-1,745,4
1047056,1,20,3,HONDA WW125,125,7
1047065,1,56,5,-1,937,2
1047077,1,24,5,YAMAHA MT07,689,1
1047082,1,40,5,-1,749,1
1047084,1,30,3,-1,124,4
1047093,1,47,5,TRIUMPH STREET TRIPLE,765,0
1047095,1,19,3,HONDA MODEL MISSING,125,27
1047103,1,58,5,-1,803,10
1047118,1,69,2,PIAGGIO ZIP,49,11
1047127,1,46,5,YAMAHA FZS 600,599,21
1047162,1,59,3,HONDA WW125,125,1
1047186,1,29,4,-1,998,13
1047197,1,45,3,-1,125,0
1047202,1,31,3,YAMAHA GPD 125,125,2
1047230,1,45,5,KAWASAKI KLE650,649,2
1047240,1,49,5,YAMAHA XT 600,659,12
1047243,1,60,5,-1,883,17
1047263,1,51,5,SUZUKI GSR 750,749,8
1047269,1,82,4,-1,500,-1
1047289,1,35,3,PIAGGIO LIBERTY,124,3
1047305,2,32,3,-1,124,0
1047328,1,27,4,-1,125,0
1047333,1,26,5,-1,745,4
1047335,1,59,5,HONDA CBR1000RR,999,10
1047349,1,65,5,TRIUMPH THUNDERBIRD,1700,9
1047356,1,53,5,HARLEY-DAVIDSON XL 1200,1202,2
1047386,1,22,3,-1,125,0
1047395,1,28,5,KAWASAKI ZX636,636,1
1047414,1,25,3,LEXMOTO ISCA 125,124,0
1047440,1,57,5,SUZUKI SV 650,645,9
1047492,1,29,3,HONDA FES125,125,12
1047494,1,50,5,KAWASAKI MODEL MISSING,600,22
1047506,1,26,3,YAMAHA YBR 125,125,5
1047521,1,20,3,-1,124,13
1047539,1,17,3,LEXMOTO ZSX 125,125,4
1047549,1,27,3,KAWASAKI BX125,125,1
1047558,2,16,2,-1,49,5
1047573,1,20,2,-1,49,13
1047574,2,28,3,-1,124,14
1047577,1,25,3,LEXMOTO ZSB 125,124,4
1047588,2,17,3,HONDA NSC110MP,108,3
1047591,1,-1,5,KAWASAKI MODEL MISSING,899,22
1047600,1,51,4,-1,125,0
1047628,1,59,5,YAMAHA MODEL MISSING,1298,12
1047639,1,27,5,HONDA CBR600F,599,19
1047650,1,-1,3,-1,125,4
1047655,1,57,4,-1,500,-1
1047661,1,72,4,-1,150,60
1047708,1,37,3,-1,125,0
1047736,1,20,3,LEXMOTO VIPER 125,124,1
1047747,1,58,3,HONDA MODEL MISSING,599,20
1047771,1,45,5,-1,649,0
1047773,1,17,3,KAWASAKI BX125,125,0
1047780,1,21,5,YAMAHA MT07,689,4
1047791,1,48,2,PIAGGIO VESPA,124,10
1047793,1,25,3,-1,124,8
1047800,1,39,4,LEXMOTO LXR,125,1
1047838,1,16,3,PEUGEOT TWEET 125,125,6
1047845,1,53,2,-1,125,33
1047853,1,19,3,LEXMOTO ENIGMA,125,0
1047860,1,49,5,HARLEY-DAVIDSON FLS,1584,10
1047869,1,56,5,-1,582,4
1047898,1,58,4,-1,198,24
1047903,1,25,3,PEUGEOT SPEEDFIGHT,125,5
1047908,1,26,3,HONDA CBF125M,124,11
1047942,1,26,4,-1,124,13
1047977,1,56,5,YAMAHA MT09,998,1
1048017,1,66,5,-1,582,19
1048032,1,75,3,YAMAHA DELIGHT 125,125,3
1048042,1,23,3,GILERA RUNNER 125,124,15
1048044,1,18,3,HONDA XL125V,125,12
1048056,1,49,5,-1,599,9
1048066,1,52,4,-1,399,12
1048078,1,26,3,-1,124,13
1048107,1,44,3,HONDA CBR125R,125,8
1048116,1,19,2,-1,49,17
1048129,1,39,3,HONDA NSS 125 AD,125,3
1048132,1,20,4,YAMAHA WR 125,124,11
1048134,1,25,2,-1,125,6
1048135,1,21,3,PIAGGIO FLY,124,9
1048140,1,18,3,KTM RC 125,125,4
1048155,1,19,3,LEXMOTO TITAN 125,125,0
1048160,1,47,4,YAMAHA MODEL MISSING,535,30
1048190,1,57,3,-1,125,9
1048208,1,27,2,PIAGGIO ZIP,49,6
1048229,1,49,5,TRIUMPH TIGER,800,3
1048241,1,32,5,YAMAHA YZF R6,599,14
1048252,1,17,3,HONDA CBR125R,125,6
1048265,1,22,3,-1,125,4
1048301,1,21,3,YAMAHA YS 125,125,2
1048367,1,19,3,HONDA GLR 125,125,4
1048401,1,17,3,PULSE XF 125,125,9
1048417,1,18,3,HONDA GLR 125,125,4
1048437,1,49,5,BMW R 1250,1254,1
1048456,1,27,3,KYMCO AGILITY,125,0
1048474,1,60,5,SUZUKI SV 650,645,0
1048485,1,26,3,YAMAHA YZF R125,124,7
1048504,1,26,5,YAMAHA FZS 600,599,22
1048522,1,17,2,-1,49,7
1048550,1,17,3,SUZUKI GZ 125,124,11
1048557,2,19,3,KTM 125 DUKE,125,7
1048567,1,33,2,PIAGGIO VESPA,124,18
1048576,1,19,3,-1,125,0
1048613,1,57,5,HONDA CBR900RR,929,19
1048657,1,32,4,YAMAHA YZF R125,124,1
1048704,1,41,5,KAWASAKI ZX1000,1043,6
1048781,1,30,3,LEXMOTO ASSAULT 125,124,0
1048784,1,46,3,HONDA WW125,125,1
1048792,1,32,5,HONDA CBR600RR,599,16
1048805,1,29,3,YAMAHA GPD 125,125,0
1048810,1,64,5,-1,1084,0
1048839,1,53,5,-1,998,15
1048845,1,18,3,SYM CROX 125,125,4
1048863,1,81,5,-1,582,16
1048882,1,18,4,YAMAHA MT125,124,1
1048893,1,16,2,-1,50,9
1048921,1,38,4,HONDA WW125EX2,125,3
1048949,1,21,3,GILERA RUNNER 125,124,8
1048952,1,27,3,YAMAHA GPD 125,125,0
1048960,1,35,3,-1,-1,-1
1048995,1,38,3,-1,125,9
1049015,1,25,3,HONDA GLR 125,125,3
1049024,1,40,3,-1,-1,-1
1049038,1,30,4,-1,125,3
1049061,1,51,5,-1,1255,10
1049076,1,-1,3,YAMAHA YS 125,125,3
1049091,1,16,2,APRILIA SR 50,49,9
1049096,1,17,3,-1,123,4
1049107,1,51,5,-1,652,17
1049123,1,39,3,-1,125,5
1049172,1,16,2,-1,-1,-1
1049181,1,44,3,HONDA NSS,125,1
1049203,1,30,4,-1,124,5
1049213,1,21,4,-1,124,1
1049217,1,18,3,YAMAHA YZF R125,124,4
1049222,1,29,5,YAMAHA FZ6,599,10
1049285,1,45,5,-1,-1,-1
1049292,1,30,3,HONDA WW125,125,1
1049301,1,36,3,HONDA NSC110MP,108,1
1049327,1,37,2,-1,125,4
1049338,1,17,3,YAMAHA WR 125,124,6
1049344,1,50,4,-1,125,3
1049349,1,30,5,-1,-1,-1
1049358,1,40,3,-1,-1,-1
1049372,1,25,5,-1,-1,-1
1049374,1,20,3,YAMAHA MT125,125,3
1049421,1,22,3,-1,-1,-1
1049430,1,39,5,-1,-1,-1
1049441,1,24,4,-1,124,10
1049443,1,20,3,-1,-1,-1
1049468,2,28,5,HONDA CB600F,599,9
1049478,1,46,3,-1,124,8
1049482,1,22,3,SUZUKI RV 125,124,15
1049504,1,64,4,-1,125,16
1049516,1,44,5,-1,652,17
1049522,1,39,5,HONDA CBR900RR,954,17
1049523,1,28,5,-1,373,3
1049531,1,34,3,YAMAHA GPD 125,125,4
1049556,1,22,3,-1,-1,-1
1049587,1,38,3,YAMAHA YBR 125,125,3
1049609,1,49,4,-1,449,3
1049634,1,49,4,-1,-1,-1
1049643,1,35,3,-1,125,4
1049644,1,18,3,-1,125,4
1049647,1,55,4,YAMAHA MODEL MISSING,598,25
1049729,1,27,4,-1,125,0
1049738,1,37,3,HONDA CBR125R,125,5
1049752,1,53,4,-1,9976,16
1049762,1,35,2,-1,-1,-1
1049777,1,29,5,-1,-1,-1
1049787,1,17,3,-1,124,1
1049808,1,27,3,PIAGGIO ZIP,-1,-1
1049832,1,33,3,-1,125,2
1049851,1,39,3,-1,-1,-1
1049874,1,27,4,-1,636,1
1049875,1,30,3,-1,-1,-1
1049894,1,54,3,KEEWAY SUPERLIGHT,125,3
1049910,1,35,3,YAMAHA YZF R125,124,2
1049915,1,32,5,KAWASAKI ZX1400,1441,6
1049930,1,16,2,LEXMOTO ECHO 50,50,1
1049946,2,26,3,-1,-1,-1
1049957,1,38,3,HONDA WW125,125,1
1050004,2,38,5,-1,-1,-1
1050047,1,45,3,HONDA AFS1102SH,109,7
1050050,2,29,3,-1,-1,-1
1050060,1,18,3,HONDA WW125,125,8
1050073,1,52,3,KEEWAY TX 125,125,4
1050089,1,60,5,-1,1050,2
1050117,1,20,3,-1,125,1
1050131,1,51,3,-1,-1,-1
1050144,1,-1,5,YAMAHA YZF R6,600,3
1050146,1,33,3,HONDA CBR125R,125,6
1050150,1,40,2,-1,124,6
1050156,1,60,3,YAMAHA XC 125,124,10
1050158,1,41,4,-1,-1,-1
1050181,1,53,5,BMW R 1200,1170,7
1050208,1,23,5,YAMAHA YZF R1,998,4
1050231,1,36,3,HONDA GLR 125,125,4
1050269,1,31,2,PIAGGIO FLY,124,4
1050298,1,25,3,-1,-1,-1
1050300,1,38,3,SUZUKI MODEL MISSING,124,28
1050301,1,54,5,-1,1050,4
1050303,1,52,5,KAWASAKI ZX1000,998,2
1050305,1,64,4,-1,-1,-1
1050326,1,38,5,-1,-1,-1
1050329,1,44,5,-1,1745,3
1050333,1,69,5,-1,955,15
1050341,1,23,3,YAMAHA YZF R125,124,1
1050342,1,18,4,-1,-1,-1
1050361,1,32,5,SUZUKI GSXR 600,599,12
1050374,1,53,5,YAMAHA YZF R1,998,22
1050384,1,19,3,-1,-1,-1
1050417,1,31,2,-1,124,6
1050429,1,20,4,-1,296,4
1050441,1,23,3,HONDA CBR125R,125,10
1050477,1,21,3,-1,125,2
1050482,1,44,4,-1,125,2
1050488,1,23,5,KAWASAKI ZR800,806,4
1050509,1,29,5,BMW S 1000,999,9
1050524,1,30,4,-1,599,20
1050527,1,27,5,HONDA MODEL MISSING,700,35
1050600,1,39,4,HONDA WW125,125,8
1050625,1,57,5,-1,-1,-1
1050649,1,45,4,PIAGGIO MP3,-1,-1
1050667,1,55,3,HONDA NSS 125 AD,125,5
1050674,1,21,3,-1,125,1
1050684,1,49,5,TRIUMPH SPRINT ST,955,16
1050686,1,26,5,-1,1002,20
1050687,1,30,3,HONDA WW125,125,1
1050699,1,31,3,HONDA CBF125M,125,5
1050744,1,47,4,-1,-1,-1
1050757,1,21,4,-1,124,1
1050773,1,23,3,YAMAHA YZF R125,124,4
1050782,1,56,5,-1,1649,9
1050784,1,18,4,-1,123,4
1050785,1,30,5,SUZUKI GSXR 1000,1000,0
1050790,1,21,3,HONDA GLR 125,125,4
1050801,1,24,5,-1,649,1
1050802,1,42,5,HONDA VFR800F,781,17
1050853,1,19,3,YAMAHA YZF R125,124,3
1050868,1,55,5,BMW R 1200,1170,8
1050874,1,20,3,-1,-1,-1
1050905,1,19,4,HONDA WW125EX2,125,3
1050912,1,22,3,-1,-1,-1
1050929,1,-1,5,YAMAHA YZF R1,998,16
1050958,1,40,4,-1,745,16
1050959,1,57,3,-1,125,7
1050970,2,58,2,-1,-1,-1
1050990,1,32,5,SUZUKI GSXR 750,750,4
1051015,1,17,3,LEXMOTO ASSAULT 125,124,3
1051023,1,23,5,SUZUKI GSXR 600,599,16
1051024,1,43,5,-1,-1,-1
1051049,1,71,4,-1,647,22
1051057,1,30,5,-1,-1,-1
1051062,1,75,4,HONDA MODEL MISSING,198,42
1051084,1,-1,4,-1,-1,-1
1051085,1,50,5,-1,1340,22
1051086,2,50,5,-1,-1,-1
1051088,1,41,5,KAWASAKI ZX1400,1352,12
1051101,1,24,3,-1,-1,-1
1051119,1,-1,5,-1,647,12
1051120,1,31,5,SUZUKI MODEL MISSING,1200,22
1051129,1,54,5,TRIUMPH STREET TRIPLE,675,11
1051169,1,30,5,KAWASAKI ZX600,599,19
1051190,1,21,4,HONDA WW125,125,7
1051192,1,28,4,YAMAHA YBR 125,124,14
1051201,1,17,2,PIAGGIO ZIP,49,3
1051276,1,39,3,HONDA WW125EX2,125,6
1051290,1,74,5,-1,650,8
1051311,1,57,5,-1,803,1
1051314,1,30,5,-1,1000,5
1051317,2,54,4,-1,-1,-1
1051338,1,40,3,-1,-1,-1
1051354,1,33,3,YAMAHA YZF R125,124,3
1051362,2,44,2,HONDA NSC110MP,108,2
1051371,1,55,5,-1,-1,-1
1051388,1,30,2,-1,-1,-1
1051392,1,21,3,-1,125,2
1051395,1,35,5,-1,-1,-1
1051397,1,59,5,-1,-1,-1
1051398,1,51,5,BMW S 1000,999,5
1051408,2,54,5,KAWASAKI EX650,649,12
1051412,1,22,2,-1,125,0
1051426,1,23,3,HONDA SH 125,125,3
1051456,1,51,4,-1,125,5
1051460,1,34,3,YAMAHA GPD 125,125,4
1051461,1,37,3,HONDA WW125,125,1
1051490,1,19,5,-1,644,15
1051498,1,31,5,KAWASAKI EN650,649,0
1051505,1,20,4,-1,296,4
1051574,1,20,2,-1,50,2
1051580,1,40,5,HONDA CBR1000RR,998,15
1051589,1,36,4,-1,292,1
1051601,1,32,5,SUZUKI GSXR 1000,988,16
1051605,1,44,5,SUZUKI SV 650,645,3
1051607,1,35,5,-1,-1,-1
1051613,1,18,4,-1,-1,-1
1051618,1,27,3,YAMAHA GPD 125,125,2
1051619,1,-1,5,BMW R 1200,1170,2
1051644,1,33,3,YAMAHA GPD 125,125,1
1051648,1,60,5,DUCATI 899 PANIGALE,898,6
1051684,1,23,4,-1,498,23
1051700,1,55,5,KAWASAKI ZX900,899,22
1051707,1,31,3,HONDA WW125EX2,125,3
1051722,1,50,5,-1,1199,16
1051724,1,35,3,HONDA WW125,125,2
1051725,1,48,3,KEEWAY SUPERLIGHT,125,4
1051733,1,75,4,-1,530,6
1051741,2,33,5,-1,803,1
1051744,1,23,5,-1,-1,-1
1051756,1,39,3,HONDA MODEL MISSING,583,25
1051778,2,81,5,-1,-1,-1
1051782,1,75,4,YAMAHA MODEL MISSING,347,34
1051783,1,30,5,SUZUKI GSXR 750,749,20
1051788,1,20,4,-1,-1,-1
1051792,1,44,3,-1,125,2
1051829,1,30,3,LEXMOTO DIABLO 125,125,5
1051833,1,65,3,-1,-1,-1
1051838,1,18,3,KTM 125 DUKE,125,3
1051841,1,19,3,YAMAHA YZF R125,124,10
1051842,1,-1,5,HONDA CBR600F,599,19
1051848,1,55,3,HONDA ANF125,125,9
1051857,1,41,5,-1,-1,-1
1051867,1,31,3,YAMAHA GPD 125,125,0
1051884,1,51,3,-1,-1,-1
1051900,1,58,5,-1,1600,21
1051901,1,23,2,-1,49,15
1051916,1,25,3,HONDA GLR 125,125,4
1051949,1,33,5,KAWASAKI MODEL MISSING,649,14
1051960,1,25,3,HONDA CBF125M,125,6
1051983,1,40,5,SUZUKI SV 650,645,15
1051994,1,40,5,-1,-1,-1
1051996,1,42,5,TRIUMPH DAYTONA 675,675,12
1051999,1,65,5,HARLEY-DAVIDSON FLS,1585,9
1052009,1,45,5,-1,-1,-1
1052033,1,51,5,-1,1043,0
1052041,1,44,5,KTM 790 DUKE,799,1
1052045,1,25,2,PEUGEOT SPEEDFIGHT,49,9
1052059,1,62,5,-1,-1,-1
1052075,1,74,5,HONDA MODEL MISSING,650,36
1052076,1,57,5,-1,803,4
1052092,1,30,3,HONDA PES 125,125,11
1052119,1,25,4,-1,-1,-1
1052120,1,25,3,-1,125,5
1052126,1,58,2,-1,198,51
1052140,1,17,3,-1,-1,-1
1052147,1,22,3,KTM 125 DUKE,125,7
1052175,1,16,2,-1,49,4
1052179,1,52,5,-1,1000,5
1052191,3,-1,3,-1,50,19
1052196,1,26,5,DUCATI MULTISTRADA 1200,1198,3
1052201,1,55,5,-1,-1,-1
1052202,1,19,3,HONDA GLR 125,125,3
1052204,1,43,5,-1,1585,10
1052225,1,19,2,-1,125,9
1052227,1,39,2,PEUGEOT SPEEDFIGHT,125,5
1052253,1,38,5,YAMAHA YZF R6,600,4
1052254,1,43,5,KAWASAKI ZX900,899,22
1052261,1,23,3,HONDA NSC 110,108,0
1052269,1,46,3,-1,-1,-1
1052272,1,42,5,BMW S 1000,999,6
1052290,1,54,5,SUZUKI GSF 1200,1157,22
1052316,1,37,3,HONDA FES125,125,12
1052318,1,34,2,PIAGGIO LIBERTY,124,9
1052322,1,21,4,HONDA CBF125M,125,7
1052333,1,44,5,-1,-1,-1
1052345,1,16,3,-1,-1,-1
1052359,1,28,5,-1,-1,-1
1052363,1,55,5,-1,803,5
1052370,1,28,3,YAMAHA YP 125,124,6
1052378,1,18,3,PIAGGIO TYPHOON,124,9
1052388,1,26,2,-1,49,8
1052392,1,65,5,SUZUKI SV 650,645,4
1052408,1,18,3,-1,-1,-1
1052410,2,21,3,YAMAHA XC 125,125,5
1052421,1,22,3,-1,599,21
1052426,1,61,5,YAMAHA FZ1,998,9
1052458,1,70,5,-1,-1,-1
1052471,1,55,5,TRIUMPH MODEL MISSING,350,-1
1052492,1,55,4,-1,-1,-1
1052504,1,50,5,-1,1250,11
1052512,1,16,2,-1,49,3
1052513,1,53,5,-1,1584,11
1052514,1,66,5,-1,1085,22
1052518,1,27,5,KAWASAKI ZX1000,998,15
1052519,1,26,4,-1,1157,15
1052524,1,38,5,-1,-1,-1
1052536,1,35,3,-1,-1,-1
1052565,1,21,3,HONDA ANC125,125,1
1052575,2,60,3,-1,-1,-1
1052606,1,21,3,-1,125,3
1052609,1,47,5,HONDA CBR1000RR,998,14
1052610,1,33,2,SYM JET,49,11
1052613,1,26,3,SINNIS ZS 125,125,0
1052631,1,19,3,HONDA NSC110MP,108,3
1052655,1,18,3,HONDA NSC110E,108,4
1052663,1,47,3,YAMAHA GPD 125,125,5
1052666,1,19,3,KTM 125 DUKE,125,9
1052674,1,32,4,-1,998,14
1052696,1,40,5,-1,-1,-1
1052703,1,22,4,HONDA NSS300A,279,0
1052724,1,41,5,YAMAHA TRACER,847,2
1052752,1,37,4,PIAGGIO MP3,-1,-1
1052754,1,41,3,YAMAHA GPD 125,125,3
1052763,1,-1,4,HONDA NSS300A,279,0
1052766,1,19,3,-1,125,0
1052779,1,32,3,PIAGGIO LIBERTY,124,3
1052796,1,43,2,-1,-1,-1
1052797,1,19,3,YAMAHA WR 125,124,7
1052801,1,33,5,-1,1200,11
1052820,1,35,4,YAMAHA GPD 125,125,1
1052823,1,19,3,HONDA CBR125R,125,3
1052833,1,27,5,SUZUKI GSXR 600,599,8
1052834,1,35,5,-1,749,21
1052836,1,37,5,YAMAHA YZF R1,998,19
1052837,3,-1,4,-1,249,17
1052854,1,30,2,-1,125,0
1052869,1,30,3,LEXMOTO LXR,125,1
1052917,1,53,3,-1,-1,-1
1052933,1,27,3,-1,-1,-1
1052987,3,-1,3,-1,-1,-1
1053035,1,28,4,-1,125,2
1053042,1,48,5,BMW F 800,798,8
1053049,1,21,3,HONDA CBF125M,125,9
1053058,1,57,5,-1,-1,-1
1053076,2,30,3,-1,125,0
1053087,1,39,3,-1,599,16
1053117,1,44,3,HONDA SH 125,125,0
1053127,2,17,2,-1,49,5
1053163,1,30,4,YAMAHA WR 125,124,10
1053176,1,-1,4,-1,-1,-1
1053192,1,17,3,HONDA CBR125R,125,5
1053233,1,44,3,YAMAHA GPD 125,125,2
1053261,1,27,3,-1,125,1
1053269,1,30,4,YAMAHA YBR 125,124,10
1053273,1,40,5,YAMAHA YZF R1,998,0
1053287,1,31,3,-1,-1,-1
1053289,1,33,3,YAMAHA X-MAX 125,124,0
1053333,1,24,3,SUZUKI UK 110,113,5
1053362,2,48,2,-1,-1,-1
1053373,2,18,2,PIAGGIO FLY,49,12
1053397,1,33,3,HONDA GLR 125,125,4
1053448,1,21,4,-1,125,2
1053451,1,23,3,-1,125,11
1053461,1,34,5,KAWASAKI ZX1400,1441,0
1053462,1,57,5,-1,1157,15
1053477,1,70,3,-1,-1,-1
1053492,1,40,3,SUZUKI GZ 125,124,14
1053501,1,17,3,KEEWAY RK 125,125,2
1053508,1,30,2,-1,-1,-1
1053527,1,42,4,YAMAHA GPD 125,125,1
1053539,1,27,5,SUZUKI GSXR 600,599,13
1053544,1,42,2,-1,-1,-1
1053557,1,44,4,KTM 390 DUKE,373,2
1053570,1,58,2,HONDA WW125,125,2
1053572,1,27,3,-1,125,4
1053576,1,36,3,YAMAHA GPD 125,125,0
1053579,1,53,4,-1,-1,-1
1053600,2,39,4,HONDA WW125,125,1
1053610,1,24,3,-1,-1,-1
1053621,2,24,4,-1,-1,-1
1053634,2,17,3,YAMAHA GPD 125,125,1
1053683,1,34,3,-1,744,0
1053686,1,33,3,-1,125,0
1053703,1,60,4,-1,-1,-1
1053705,1,37,5,HONDA CB600F,600,15
1053728,1,27,3,HONDA CBF125M,125,8
1053733,1,16,3,-1,-1,-1
